label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,142124126,0,0,142124333,142124126,0,0,29,2465644,11,40997,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,278889424,230282,44145,279164064,278889424,230282,44145,26,2449942,12,35926,1226624,749472,256,1307904,345049,2592
