label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,32,32,283243651,0,0,283243976,283243651,0,0,61,4913571,27,78274,0,668448,0,0,0,0
threshold_filter_lt,orhe,32,32,555457793,544815,86961,556089979,555457793,544815,86961,51,4868969,26,72456,2453248,1478688,512,2615808,669801,2592
