label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,141500120,0,0,141500273,141500120,0,0,27,2454461,14,38031,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,282227980,226445,45423,282500073,282227980,226445,45423,24,2472053,15,37343,1226624,749472,256,1307904,345049,2592
