label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,142816034,0,0,142816205,142816034,0,0,27,2493206,14,37401,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,280253417,175250,44386,280473249,280253417,175250,44386,27,2463147,12,36624,1226624,749472,256,1307904,345049,2592
