label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,141244734,0,0,141244903,141244734,0,0,29,2467834,13,36213,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,279877144,287535,45636,280210544,279877144,287535,45636,26,2436734,11,37895,1226624,749472,256,1307904,345049,2592
