label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,143053487,0,0,143053656,143053487,0,0,37,2497316,10,38838,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,281008800,217881,46474,281273390,281008800,217881,46474,28,2459161,12,37543,1226624,749472,256,1307904,345049,2592
