label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,8,8,70872255,0,0,70872341,70872255,0,0,13,1239306,7,19281,0,182304,0,0,0,0
threshold_filter_lt,orhe,8,8,140427810,122467,22598,140572988,140427810,122467,22598,14,1233892,8,17494,613312,384864,128,653952,182673,2592
