label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,8,8,73187512,0,0,73187599,73187512,0,0,13,1233491,5,18133,0,182304,0,0,0,0
threshold_filter_lt,orhe,8,8,141690647,67779,24248,141782792,141690647,67779,24248,13,1242248,7,19358,613312,384864,128,653952,182673,2592
