label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,142751010,0,0,142751173,142751010,0,0,26,2476081,13,40286,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,283443875,179626,47006,283670728,283443875,179626,47006,31,2515669,10,36918,1226624,749472,256,1307904,345049,2592
