label,mode,batch_size,num_comparisons,tfhe_eval_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,accum_init_us,blind_rotate_us,extract_us,key_switch_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,32,32,278550906,0,0,278551236,278550906,0,0,51,4844562,24,71762,0,668448,0,0,0,0
threshold_filter_lt,orhe,32,32,555831611,594929,91698,556518678,555831611,594929,91698,70,4899422,24,76027,2453248,1478688,512,2615808,669801,2592
