label,mode,batch_size,num_comparisons,exec_tfhe_us,verify_tfhe_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,exec_subtraction_us,exec_signbit_pbs_us,exec_internal_ks_us,exec_final_cmp_ks_us,verify_subtraction_us,verify_final_cmp_ks_us,accum_init_us,blind_rotate_us,extract_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,8,8,73568510,0,0,0,73568616,73568510,0,0,72286276,1273540,14272,8694,0,0,18,1259243,7,0,182304,0,0,0,0
threshold_filter_lt,orhe,8,8,73659423,8929,6664230,876429,81209603,73668352,6664230,876429,72363995,1287724,12855,7704,0,8929,18,1274844,7,36261696,384864,128,36302336,182673,2592
