label,mode,batch_size,num_comparisons,exec_tfhe_us,verify_tfhe_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,exec_subtraction_us,exec_signbit_pbs_us,exec_internal_ks_us,exec_final_cmp_ks_us,verify_subtraction_us,verify_final_cmp_ks_us,accum_init_us,blind_rotate_us,extract_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,32,32,304701880,0,0,0,304702266,304701880,0,0,299342639,5327861,53719,31380,0,0,69,5274051,22,0,668448,0,0,0,0
threshold_filter_lt,orhe,32,32,298468421,32481,27167072,3529244,329199445,298500902,27167072,3529244,293156832,5280827,52454,30762,0,32481,61,5228286,26,145046784,1478688,512,145209344,669801,2592
