label,mode,batch_size,num_comparisons,exec_tfhe_us,verify_tfhe_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,exec_subtraction_us,exec_signbit_pbs_us,exec_internal_ks_us,exec_final_cmp_ks_us,verify_subtraction_us,verify_final_cmp_ks_us,accum_init_us,blind_rotate_us,extract_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,16,16,146011653,0,0,0,146011851,146011653,0,0,143429332,2566734,26077,15587,0,0,31,2540612,14,0,344352,0,0,0,0
threshold_filter_lt,orhe,16,16,145215780,15808,13795370,1776850,160804905,145231588,13795370,1776850,142652699,2548050,25662,15031,0,15808,32,2522344,12,72523392,749472,256,72604672,345049,2592
