label,mode,batch_size,num_comparisons,exec_tfhe_us,verify_tfhe_us,prover_us,verifier_us,end_to_end_online_us,compare_tfhe_us,compare_prover_us,compare_verifier_us,exec_subtraction_us,exec_signbit_pbs_us,exec_internal_ks_us,exec_final_cmp_ks_us,verify_subtraction_us,verify_final_cmp_ks_us,accum_init_us,blind_rotate_us,extract_us,proof_size_bytes,ciphertext_size_bytes,metadata_size_bytes,total_online_comm_bytes,server_state_bytes,gate_state_bytes
threshold_filter_lt,plain_tfhe,32,32,292855079,0,0,0,292855454,292855079,0,0,287706119,5120950,49233,28010,0,0,62,5071635,20,0,668448,0,0,0,0
threshold_filter_lt,orhe,32,32,296242976,33061,27900004,3607405,327785692,296276037,27900004,3607405,291035034,5177440,51974,30502,0,33061,73,5125374,19,145046784,1478688,512,145209344,669801,2592
